proposal_id,text
P00948,"Assist in river restoration planning for a degraded stream reach near Shivapuram. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P00949,"Support a small social audit-style review of one scheme in Devnagar. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P00950,"Design a solid waste segregation and composting system for households near the main street of Bhavani Kheda. The team will map households, propose collection points, and set up at least one small composting unit."
P00951,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Bhavani Kheda. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P00952,"Support self-help group strengthening in Bhavani Kheda by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P00953,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Ganga Khand. The project includes condition assessment and prioritization for repairs."
P00954,"Assist in planning and measurement of MGNREGA works around Nirmalgaon such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P00955,"Design a solid waste segregation and composting system for households near the main street of Yamuna Kheda. The team will map households, propose collection points, and set up at least one small composting unit."
P00956,"Support panchayat planning and budgeting in Rampur Gram Panchayat by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P00957,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Shanti Nagar Panchayat. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P00958,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Ganga Khand. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P00959,Support an environmental engineering review of wastewater and solid waste flows in Hariyali Dham. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P00960,"Support disaster preparedness and response planning in Suryapur. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P00961,Organize a digital literacy and risk communication workshop for adolescents in Shanti Nagar Panchayat on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P00962,Plan a village-wide drinking water quality assessment in Rampur Gram Panchayat. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P00963,"Assist in gram sabha facilitation in Mahuli Panchayat by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P00964,"Support common land development and pasture management planning in Saraswati Nagar. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P00965,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Bhavani Kheda. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P00966,"Develop a basic village information system for Mahuli Panchayat integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P00967,"Plan a WASH in schools improvement drive in Tulsi Gram. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P00968,"Support self-help group strengthening in Saraswati Nagar by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P00969,"Support baseline and endline studies for a new Gram Sahayta initiative in Shivapuram. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P00970,"Support low-cost housing construction quality monitoring for PMAY houses in Rampur Gram Panchayat. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P00971,"Assist in a climate risk assessment exercise for Krishi Nagar, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P00972,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Nirmalgaon. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P00973,"Support self-help group strengthening in Rampur Gram Panchayat by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P00974,"Design a low-cost water quality monitoring routine for schools in Bhavani Kheda. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P00975,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Yamuna Kheda. The project includes condition assessment and prioritization for repairs."
P00976,Organize a digital literacy and risk communication workshop for adolescents in Ganga Khand on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P00977,Plan a village-wide drinking water quality assessment in Krishi Nagar. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P00978,"Support fisheries pond management for small ponds near Lakshmipur. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P00979,"Support drinking water source protection for key borewells in Bhavani Kheda. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P00980,"Support baseline and endline studies for a new Gram Sahayta initiative in Shanti Nagar Panchayat. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P00981,"Help set up a grievance redressal register and simple tracking system in Rampur Gram Panchayat for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P00982,"Support low-cost housing construction quality monitoring for PMAY houses in Shivapuram. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P00983,"Strengthen nursery management and seedling production for village-level plantation drives in Shivapuram. The team will support layout, watering routines, and survival tracking of seedlings."
P00984,"Support solar street lighting maintenance in lanes of Ganga Khand. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P00985,"Help set up a grievance redressal register and simple tracking system in Yamuna Kheda for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P00986,"Support a small social audit-style review of one scheme in Bhavani Kheda. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P00987,"Assist in river restoration planning for a degraded stream reach near Krishi Nagar. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P00988,Plan a village-wide drinking water quality assessment in Bhavani Kheda. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P00989,Develop a groundwater level monitoring plan for open wells and borewells in and around Hariyali Dham. The project will set up simple measurement protocols and a shared register with the panchayat.
P00990,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Panchvati Kalan. The project includes condition assessment and prioritization for repairs."
P00991,"Support drinking water source protection for key borewells in Nirmalgaon. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P00992,Plan a village-wide drinking water quality assessment in Krishi Nagar. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P00993,"Support baseline and endline studies for a new Gram Sahayta initiative in Mahuli Panchayat. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P00994,Develop a groundwater level monitoring plan for open wells and borewells in and around Mahuli Panchayat. The project will set up simple measurement protocols and a shared register with the panchayat.
P00995,"Support public health outreach on maternal and child health topics in Shivapuram. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P00996,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Lakshmipur. Data should be summarized for panchayat review meetings.
P00997,"Assist in gram sabha facilitation in Rampur Gram Panchayat by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P00998,"Plan a soil testing and fertility management campaign for farmers in Lakshmipur. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P00999,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Kaveri Tanda. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P01000,"Support self-help group strengthening in Chitrani Block by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P01001,"Support common land development and pasture management planning in Ganga Khand. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P01002,"Support common land development and pasture management planning in Bhagirathi Pur. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P01003,"Help set up a grievance redressal register and simple tracking system in Rampur Gram Panchayat for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P01004,"Assist in planning and measurement of MGNREGA works around Rampur Gram Panchayat such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P01005,"Support common land development and pasture management planning in Saraswati Nagar. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P01006,"Assist in gram sabha facilitation in Devnagar by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P01007,"Support canal and field channel maintenance for a minor irrigation scheme serving Nirmalgaon. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P01008,"Design a solid waste segregation and composting system for households near the main street of Ganga Khand. The team will map households, propose collection points, and set up at least one small composting unit."
P01009,"Support common land development and pasture management planning in Nirmalgaon. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P01010,"Support solar street lighting maintenance in lanes of Yamuna Kheda. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P01011,"Facilitate an integrated pest management demonstration in a common crop grown around Lakshmipur. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P01012,Develop a groundwater level monitoring plan for open wells and borewells in and around Chitrani Block. The project will set up simple measurement protocols and a shared register with the panchayat.
P01013,"Support public health outreach on maternal and child health topics in Tulsi Gram. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P01014,"Support self-help group strengthening in Devnagar by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P01015,"Assist in planning and measurement of MGNREGA works around Kaveri Tanda such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P01016,"Support panchayat planning and budgeting in Devnagar by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P01017,"Support canal and field channel maintenance for a minor irrigation scheme serving Lakshmipur. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P01018,"Design a solar pumping system proposal for drinking water or irrigation in Krishi Nagar. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01019,Organize a digital literacy and risk communication workshop for adolescents in Nirmalgaon on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P01020,"Pilot household water treatment and safe storage practices in one hamlet of Ganga Khand. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P01021,"Help set up a grievance redressal register and simple tracking system in Bhavani Kheda for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P01022,"Design a solar pumping system proposal for drinking water or irrigation in Bhagirathi Pur. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01023,"Support solar street lighting maintenance in lanes of Chitrani Block. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P01024,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Tulsi Gram. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P01025,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Saraswati Nagar. The project includes condition assessment and prioritization for repairs."
P01026,"Support panchayat planning and budgeting in Shivapuram by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P01027,"Plan a soil testing and fertility management campaign for farmers in Devnagar. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P01028,"Support fisheries pond management for small ponds near Devnagar. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P01029,"Support low-cost housing construction quality monitoring for PMAY houses in Yamuna Kheda. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P01030,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Bhagirathi Pur. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P01031,"Support public health outreach on maternal and child health topics in Shanti Nagar Panchayat. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P01032,Develop a groundwater level monitoring plan for open wells and borewells in and around Bhavani Kheda. The project will set up simple measurement protocols and a shared register with the panchayat.
P01033,"Pilot household water treatment and safe storage practices in one hamlet of Neelgaon. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P01034,"Assist in planning and measurement of MGNREGA works around Lakshmipur such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P01035,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Rampur Gram Panchayat. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P01036,"Support self-help group strengthening in Nirmalgaon by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P01037,"Help set up a grievance redressal register and simple tracking system in Kaveri Tanda for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P01038,"Assist in planning and measurement of MGNREGA works around Kaveri Tanda such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P01039,"Support a small social audit-style review of one scheme in Devnagar. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P01040,"Support low-cost housing construction quality monitoring for PMAY houses in Shanti Nagar Panchayat. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P01041,"Support public health outreach on maternal and child health topics in Mahuli Panchayat. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P01042,"Assist in gram sabha facilitation in Panchvati Kalan by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P01043,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Kaveri Tanda. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P01044,"Support public health outreach on maternal and child health topics in Kaveri Tanda. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P01045,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Mahuli Panchayat. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P01046,"Design a low-cost water quality monitoring routine for schools in Tulsi Gram. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P01047,"Support common land development and pasture management planning in Nirmalgaon. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P01048,"Support drinking water source protection for key borewells in Hariyali Dham. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P01049,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Kaveri Tanda. The project includes condition assessment and prioritization for repairs."
P01050,"Support public health outreach on maternal and child health topics in Bhagirathi Pur. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P01051,Help design and locate small check dams and nala bunds in the upper catchment above Saraswati Nagar. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P01052,"Support low-cost housing construction quality monitoring for PMAY houses in Krishi Nagar. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P01053,"Set up a lightweight project management tracker for village-level works in Panchvati Kalan. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P01054,"Help set up a grievance redressal register and simple tracking system in Rampur Gram Panchayat for water, roads, and welfare entitlements. Students will train panchayat staff on updating status regularly."
P01055,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Chitrani Block. The project must link plantations to watering and protection responsibilities.
P01056,"Assist in a climate risk assessment exercise for Neelgaon, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P01057,"Design a low-cost water quality monitoring routine for schools in Kaveri Tanda. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P01058,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Yamuna Kheda. The project must link plantations to watering and protection responsibilities.
P01059,Develop a groundwater level monitoring plan for open wells and borewells in and around Shanti Nagar Panchayat. The project will set up simple measurement protocols and a shared register with the panchayat.
P01060,"Support baseline and endline studies for a new Gram Sahayta initiative in Neelgaon. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P01061,Plan a village-wide drinking water quality assessment in Neelgaon. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P01062,Help design and locate small check dams and nala bunds in the upper catchment above Saraswati Nagar. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P01063,"Assist in a climate risk assessment exercise for Tulsi Gram, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P01064,"Assist anganwadi strengthening in Chitrani Block by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P01065,"Support low-cost housing construction quality monitoring for PMAY houses in Bhagirathi Pur. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P01066,"Support low-cost housing construction quality monitoring for PMAY houses in Devnagar. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P01067,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Chitrani Block. The project must link plantations to watering and protection responsibilities.
P01068,"Assist anganwadi strengthening in Krishi Nagar by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P01069,Organize a digital literacy and risk communication workshop for adolescents in Shanti Nagar Panchayat on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P01070,"Assist in river restoration planning for a degraded stream reach near Panchvati Kalan. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P01071,"Support self-help group strengthening in Krishi Nagar by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P01072,"Plan a WASH in schools improvement drive in Krishi Nagar. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P01073,"Support a small social audit-style review of one scheme in Panchvati Kalan. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P01074,"Plan a soil testing and fertility management campaign for farmers in Suryapur. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P01075,"Design a solar pumping system proposal for drinking water or irrigation in Chitrani Block. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01076,"Support common land development and pasture management planning in Kaveri Tanda. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P01077,"Set up a lightweight project management tracker for village-level works in Shanti Nagar Panchayat. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P01078,Organize a digital literacy and risk communication workshop for adolescents in Krishi Nagar on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P01079,"Support disaster preparedness and response planning in Suryapur. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P01080,"Design a solid waste segregation and composting system for households near the main street of Lakshmipur. The team will map households, propose collection points, and set up at least one small composting unit."
P01081,"Plan a soil testing and fertility management campaign for farmers in Saraswati Nagar. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P01082,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Rampur Gram Panchayat. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P01083,"Assist anganwadi strengthening in Neelgaon by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P01084,"Support canal and field channel maintenance for a minor irrigation scheme serving Suryapur. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P01085,Plan a village-wide drinking water quality assessment in Saraswati Nagar. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P01086,"Strengthen nursery management and seedling production for village-level plantation drives in Lakshmipur. The team will support layout, watering routines, and survival tracking of seedlings."
P01087,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Kaveri Tanda. The project includes condition assessment and prioritization for repairs."
P01088,"Design a solar pumping system proposal for drinking water or irrigation in Devnagar. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01089,"Support baseline and endline studies for a new Gram Sahayta initiative in Suryapur. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P01090,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Hariyali Dham. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P01091,"Support public health outreach on maternal and child health topics in Shivapuram. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P01092,"Assist in gram sabha facilitation in Hariyali Dham by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P01093,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Rampur Gram Panchayat. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P01094,"Support disaster preparedness and response planning in Shanti Nagar Panchayat. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P01095,"Support canal and field channel maintenance for a minor irrigation scheme serving Saraswati Nagar. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P01096,"Assist in a climate risk assessment exercise for Tulsi Gram, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P01097,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Neelgaon. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P01098,"Support solar street lighting maintenance in lanes of Kaveri Tanda. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P01099,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Krishi Nagar. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P01100,"Design a low-cost water quality monitoring routine for schools in Chitrani Block. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P01101,"Assist in a climate risk assessment exercise for Krishi Nagar, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P01102,"Design a solar pumping system proposal for drinking water or irrigation in Panchvati Kalan. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01103,"Assist anganwadi strengthening in Krishi Nagar by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P01104,"Support solar street lighting maintenance in lanes of Krishi Nagar. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P01105,Help design and locate small check dams and nala bunds in the upper catchment above Hariyali Dham. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P01106,"Support self-help group strengthening in Neelgaon by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P01107,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Suryapur. The project must link plantations to watering and protection responsibilities.
P01108,"Support disaster preparedness and response planning in Nirmalgaon. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P01109,Organize a digital literacy and risk communication workshop for adolescents in Bhagirathi Pur on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P01110,"Strengthen nursery management and seedling production for village-level plantation drives in Kaveri Tanda. The team will support layout, watering routines, and survival tracking of seedlings."
P01111,"Design a solar pumping system proposal for drinking water or irrigation in Nirmalgaon. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01112,"Develop a basic village information system for Saraswati Nagar integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P01113,"Support drinking water source protection for key borewells in Ganga Khand. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P01114,"Support baseline and endline studies for a new Gram Sahayta initiative in Suryapur. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P01115,"Support disaster preparedness and response planning in Rampur Gram Panchayat. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P01116,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Mahuli Panchayat. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P01117,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Neelgaon. The project includes condition assessment and prioritization for repairs."
P01118,"Support low-cost housing construction quality monitoring for PMAY houses in Saraswati Nagar. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P01119,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Suryapur. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P01120,Plan a village-wide drinking water quality assessment in Kaveri Tanda. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P01121,"Support fisheries pond management for small ponds near Rampur Gram Panchayat. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P01122,"Design a low-cost water quality monitoring routine for schools in Suryapur. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P01123,"Support public health outreach on maternal and child health topics in Mahuli Panchayat. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P01124,"Set up a lightweight project management tracker for village-level works in Suryapur. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P01125,"Design a solar pumping system proposal for drinking water or irrigation in Saraswati Nagar. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01126,Organize a digital literacy and risk communication workshop for adolescents in Suryapur on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P01127,"Assist in river restoration planning for a degraded stream reach near Kaveri Tanda. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P01128,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Bhavani Kheda. The project includes condition assessment and prioritization for repairs."
P01129,Organize a digital literacy and risk communication workshop for adolescents in Bhagirathi Pur on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P01130,"Plan a WASH in schools improvement drive in Krishi Nagar. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P01131,"Design a solid waste segregation and composting system for households near the main street of Nirmalgaon. The team will map households, propose collection points, and set up at least one small composting unit."
P01132,Develop a groundwater level monitoring plan for open wells and borewells in and around Shivapuram. The project will set up simple measurement protocols and a shared register with the panchayat.
P01133,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Lakshmipur. The project must link plantations to watering and protection responsibilities.
P01134,Organize a digital literacy and risk communication workshop for adolescents in Neelgaon on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P01135,"Support public health outreach on maternal and child health topics in Hariyali Dham. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P01136,"Assist in river restoration planning for a degraded stream reach near Mahuli Panchayat. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P01137,"Support a small social audit-style review of one scheme in Devnagar. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P01138,"Support drinking water source protection for key borewells in Devnagar. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P01139,"Support a small social audit-style review of one scheme in Hariyali Dham. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P01140,"Support self-help group strengthening in Mahuli Panchayat by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P01141,"Support disaster preparedness and response planning in Lakshmipur. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P01142,"Assist in river restoration planning for a degraded stream reach near Shivapuram. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P01143,"Support drinking water source protection for key borewells in Yamuna Kheda. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P01144,"Design a solar pumping system proposal for drinking water or irrigation in Suryapur. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01145,"Support a small social audit-style review of one scheme in Suryapur. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P01146,"Support fisheries pond management for small ponds near Shanti Nagar Panchayat. The project includes basic water quality observations, feed practices, and simple record-keeping templates for pond owners."
P01147,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Hariyali Dham. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
